date,store_id,store_region,sku_id,category,units_sold,revenue,promo_flag,promo_type,price,inventory_level,store_size,holiday_flag
2022-04-08,5,North,117,Personal Care,9,69.48,0,,7.72,458,Large,0
2022-07-19,9,South,129,Dairy,12,72.36,0,,6.03,376,Large,0
2022-08-12,5,North,101,Personal Care,11,90.42,0,,8.22,216,Large,0
2022-11-22,4,South,150,Dairy,16,49.664,1,FlashSale,3.104,866,Medium,0
2022-06-07,5,East,149,Beverages,9,21.51,0,,2.39,438,Large,0
2022-01-19,9,South,110,Beverages,11,49.169999999999995,0,,4.47,221,Small,0
2022-06-25,4,East,134,Beverages,13,84.89,0,,6.53,397,Small,1
2022-01-15,9,North,149,Household,15,86.39999999999999,0,,5.76,617,Small,1
2022-02-22,2,North,112,Beverages,21,167.66400000000002,1,Discount,7.984000000000001,867,Large,0
2022-03-22,10,North,144,Household,17,114.51200000000001,1,,6.736000000000001,790,Small,0
2022-04-25,5,North,145,Dairy,13,27.560000000000002,0,,2.12,877,Large,0
2022-04-13,10,South,102,Household,23,122.36000000000001,1,,5.32,687,Medium,0
2022-01-17,4,South,107,Beverages,11,43.56,0,,3.96,662,Large,0
2022-02-16,5,South,126,Dairy,11,97.79,0,,8.89,813,Small,0
2022-01-24,9,South,112,Personal Care,13,70.82400000000001,1,Discount,5.448,260,Large,0
2022-10-11,2,North,109,Snacks,19,49.856,1,,2.624,241,Medium,0
2022-01-21,5,South,110,Snacks,9,64.53,0,,7.17,478,Medium,0
2022-12-09,1,South,126,Household,10,88.0,0,,8.8,715,Medium,0
2022-11-19,9,South,148,Household,6,35.22,0,,5.87,544,Small,1
2022-08-14,3,South,113,Beverages,9,54.72,0,,6.08,427,Large,1
2022-05-06,7,North,129,Personal Care,8,61.6,0,,7.7,846,Small,0
2022-12-10,5,North,104,Beverages,21,67.03200000000001,1,BuyOneGetOne,3.192,911,Medium,1
2022-09-24,8,North,143,Household,9,33.39,0,,3.71,836,Small,1
2022-02-28,10,South,115,Dairy,7,49.98,0,,7.14,808,Large,0
2022-02-10,5,North,111,Household,7,55.370000000000005,0,,7.91,618,Small,0
2022-04-09,4,East,125,Dairy,8,27.76,0,,3.47,139,Small,1
2022-07-11,5,North,104,Snacks,4,18.84,0,,4.71,554,Small,0
2022-03-11,2,North,137,Beverages,24,88.896,1,FlashSale,3.704,155,Medium,0
2022-06-13,2,South,139,Beverages,6,49.199999999999996,0,,8.2,942,Large,0
2022-09-04,5,North,139,Household,6,55.199999999999996,0,,9.2,945,Small,1
2022-05-29,3,North,115,Personal Care,5,49.25,0,,9.85,692,Medium,1
2022-10-28,9,North,132,Beverages,13,78.91,0,,6.07,641,Medium,0
2022-01-04,4,North,109,Snacks,12,101.28,0,,8.44,940,Medium,0
2022-04-07,3,North,138,Household,10,91.5,0,,9.15,230,Large,0
2022-11-29,1,East,102,Dairy,5,32.25,0,,6.45,790,Large,0
2022-08-24,1,East,134,Snacks,3,28.650000000000002,0,,9.55,884,Large,0
2022-04-20,7,South,119,Household,13,43.42,0,,3.34,865,Medium,0
2022-12-10,5,North,132,Snacks,9,39.42,0,,4.38,436,Large,1
2022-10-09,10,North,129,Dairy,8,79.52,0,,9.94,758,Small,1
2022-01-06,6,East,105,Household,18,133.20000000000002,0,,7.4,966,Small,0
2022-07-18,3,East,116,Beverages,15,131.54999999999998,0,,8.77,713,Small,0
2022-07-03,5,East,127,Dairy,15,84.0,0,,5.6,203,Medium,1
2022-10-05,7,East,140,Snacks,10,74.6,0,,7.46,904,Small,0
2022-11-12,5,South,132,Household,9,62.64,0,,6.96,958,Small,1
2022-04-30,2,South,149,Beverages,17,137.87,0,,8.11,763,Large,1
2022-09-02,8,South,134,Snacks,12,51.12,0,,4.26,810,Small,0
2022-06-26,2,South,122,Household,11,36.08,0,,3.28,449,Medium,1
2022-07-10,8,South,149,Personal Care,6,54.300000000000004,0,,9.05,597,Large,1
2022-12-30,5,South,132,Household,10,88.0,0,,8.8,444,Small,0
2022-07-14,1,North,121,Beverages,15,46.2,0,,3.08,889,Medium,0
2022-04-21,8,East,122,Personal Care,13,85.8,0,,6.6,417,Large,0
2022-07-22,4,North,130,Personal Care,31,158.472,1,BuyOneGetOne,5.112,836,Small,0
2022-08-12,4,North,140,Household,20,124.96000000000001,1,BuyOneGetOne,6.248,833,Large,0
2022-08-23,6,East,146,Personal Care,8,76.88,0,,9.61,702,Large,0
2022-05-03,9,East,126,Household,7,53.41,0,,7.63,860,Large,0
2022-04-06,1,East,147,Personal Care,9,49.67999999999999,0,,5.52,807,Large,0
2022-03-30,8,East,126,Snacks,12,115.68,0,,9.64,609,Small,0
2022-04-03,7,South,109,Snacks,13,77.61,0,,5.97,186,Small,1
2022-12-14,8,East,147,Household,18,116.20800000000001,1,Discount,6.456,561,Large,0
2022-11-15,8,South,127,Beverages,14,73.36,0,,5.24,628,Large,0
2022-05-06,2,North,111,Household,9,72.09,0,,8.01,978,Medium,0
2022-12-18,5,East,115,Dairy,7,51.449999999999996,0,,7.35,991,Large,1
2022-06-04,3,East,121,Dairy,4,11.96,0,,2.99,923,Medium,1
2022-04-20,5,South,126,Dairy,14,37.408,1,,2.672,900,Medium,0
2022-01-14,6,South,117,Dairy,11,42.239999999999995,0,,3.84,282,Small,0
2022-04-27,8,East,124,Household,27,61.775999999999996,1,FlashSale,2.288,666,Medium,0
2022-01-11,1,South,133,Snacks,16,72.192,1,,4.512,575,Small,0
2022-01-09,3,East,102,Household,13,34.19,0,,2.63,136,Large,1
2022-09-16,3,South,122,Household,15,33.45,0,,2.23,144,Large,0
2022-01-05,4,East,109,Dairy,8,54.8,0,,6.85,522,Medium,0
2022-10-25,7,South,139,Personal Care,12,103.08,0,,8.59,932,Small,0
2022-05-20,1,East,117,Beverages,10,59.900000000000006,0,,5.99,786,Medium,0
2022-03-18,1,North,130,Personal Care,11,107.14,0,,9.74,729,Large,0
2022-09-29,5,North,129,Household,14,123.75999999999999,0,,8.84,691,Large,0
2022-07-31,1,South,121,Personal Care,17,84.15,0,,4.95,959,Large,1
2022-06-14,1,East,113,Personal Care,11,35.75,0,,3.25,770,Medium,0
2022-12-21,3,South,111,Snacks,15,97.05,0,,6.47,558,Large,0
2022-10-03,1,North,110,Personal Care,18,44.06400000000001,1,,2.4480000000000004,727,Small,0
2022-12-04,3,East,149,Beverages,15,27.36,1,BuyOneGetOne,1.8239999999999998,769,Medium,1
2022-05-03,5,East,102,Household,6,56.28,0,,9.38,839,Large,0
2022-04-29,7,East,111,Household,19,111.568,1,,5.872,607,Medium,0
2022-10-28,1,North,131,Snacks,18,135.216,1,,7.5120000000000005,313,Large,0
2022-07-26,3,South,121,Household,23,54.832,1,Discount,2.384,521,Small,0
2022-12-13,2,East,120,Personal Care,17,59.669999999999995,0,,3.51,287,Medium,0
2022-09-20,5,East,107,Snacks,17,72.62400000000001,1,BuyOneGetOne,4.272,176,Medium,0
2022-06-27,2,East,108,Beverages,8,42.72,0,,5.34,759,Medium,0
2022-10-01,10,East,125,Personal Care,14,51.94,0,,3.71,600,Small,1
2022-12-18,5,South,130,Beverages,9,35.19,0,,3.91,195,Medium,1
2022-02-07,5,North,137,Household,9,80.37,0,,8.93,333,Medium,0
2022-11-10,1,South,128,Personal Care,7,49.98,0,,7.14,757,Medium,0
2022-09-25,4,South,104,Beverages,15,30.900000000000002,0,,2.06,228,Medium,1
2022-02-06,10,South,108,Snacks,3,23.700000000000003,0,,7.9,642,Small,1
2022-06-17,10,South,107,Beverages,8,78.0,0,,9.75,316,Medium,0
2022-10-04,2,North,105,Dairy,8,50.4,0,,6.3,408,Medium,0
2022-03-22,9,North,146,Beverages,12,59.64,0,,4.97,106,Large,0
2022-02-16,6,North,143,Snacks,11,62.7,0,,5.7,997,Large,0
2022-05-06,4,East,143,Beverages,14,75.18,0,,5.37,347,Small,0
2022-05-18,2,North,141,Snacks,9,75.24,0,,8.36,996,Medium,0
2022-01-12,5,South,129,Snacks,15,130.95000000000002,0,,8.73,836,Small,0
2022-04-03,1,North,144,Beverages,27,191.16,1,FlashSale,7.08,392,Large,1
2022-03-05,9,East,108,Household,10,82.4,0,,8.24,114,Small,1
2022-10-31,3,North,113,Personal Care,14,126.0,0,,9.0,617,Medium,0
2022-06-19,3,East,132,Snacks,12,95.16,0,,7.93,394,Large,1
2022-03-18,10,South,119,Personal Care,16,75.04,0,,4.69,513,Small,0
2022-10-03,9,East,127,Household,20,34.24,1,Discount,1.7120000000000002,376,Small,0
2022-04-26,7,East,134,Personal Care,12,24.119999999999997,0,,2.01,887,Medium,0
2022-03-04,5,South,120,Dairy,16,100.864,1,Discount,6.304,444,Large,0
2022-12-16,7,South,145,Beverages,8,50.24,0,,6.28,753,Large,0
2022-09-23,9,East,120,Dairy,6,35.82,0,,5.97,767,Small,0
2022-06-29,5,East,123,Personal Care,10,25.7,0,,2.57,468,Small,0
2022-01-09,8,East,111,Snacks,5,32.3,0,,6.46,654,Large,1
2022-09-01,1,North,148,Beverages,13,81.38,0,,6.26,243,Large,0
2022-07-06,3,South,102,Beverages,15,31.44,1,BuyOneGetOne,2.096,546,Small,0
2022-07-17,2,North,138,Snacks,18,99.64800000000001,1,Discount,5.5360000000000005,424,Small,1
2022-07-17,2,North,109,Snacks,9,82.17,0,,9.13,394,Medium,1
2022-04-15,4,North,146,Snacks,11,52.580000000000005,0,,4.78,790,Small,0
2022-12-12,3,South,111,Beverages,10,80.1,0,,8.01,932,Medium,0
2022-03-09,4,East,134,Snacks,11,37.730000000000004,0,,3.43,483,Small,0
2022-02-19,6,East,108,Snacks,15,76.35,0,,5.09,677,Medium,1
2022-08-04,9,South,129,Snacks,9,60.75,0,,6.75,759,Small,0
2022-10-18,10,North,121,Snacks,15,35.25,0,,2.35,397,Small,0
2022-08-17,8,South,139,Personal Care,16,117.88800000000002,1,Discount,7.368000000000001,289,Medium,0
2022-09-27,7,South,148,Household,14,106.28800000000001,1,,7.5920000000000005,477,Large,0
2022-01-08,9,South,101,Beverages,7,50.050000000000004,0,,7.15,341,Large,1
2022-07-23,4,North,109,Dairy,16,106.75200000000001,1,FlashSale,6.672000000000001,797,Medium,1
2022-07-16,3,North,134,Household,15,92.16,1,BuyOneGetOne,6.144,331,Medium,1
2022-12-08,7,South,138,Dairy,11,82.83,0,,7.53,488,Small,0
2022-08-26,5,North,140,Snacks,13,119.86000000000001,0,,9.22,185,Small,0
2022-01-04,2,East,133,Dairy,11,67.65,0,,6.15,101,Large,0
2022-06-16,2,East,142,Snacks,19,141.36,1,Discount,7.440000000000001,633,Small,0
2022-07-30,6,South,134,Household,10,90.0,0,,9.0,934,Small,1
2022-02-03,3,East,113,Dairy,16,39.04,1,,2.44,161,Large,0
2022-04-26,2,East,139,Beverages,17,120.69999999999999,0,,7.1,933,Medium,0
2022-06-18,7,North,137,Dairy,11,48.29,0,,4.39,196,Small,1
2022-04-20,6,South,127,Snacks,18,112.03200000000001,1,FlashSale,6.224,248,Large,0
2022-10-18,5,South,150,Personal Care,6,40.26,0,,6.71,620,Medium,0
2022-04-10,3,South,136,Personal Care,8,47.12,0,,5.89,962,Medium,1
2022-09-21,1,East,116,Beverages,17,36.21,0,,2.13,296,Small,0
2022-10-08,3,East,109,Beverages,14,29.259999999999998,0,,2.09,140,Large,1
2022-05-03,1,South,135,Beverages,9,81.27,0,,9.03,158,Medium,0
2022-03-25,8,South,125,Household,13,51.168,1,FlashSale,3.936,939,Large,0
2022-09-25,7,East,124,Household,14,36.120000000000005,0,,2.58,300,Small,1
2022-12-03,1,South,120,Dairy,14,120.82000000000001,0,,8.63,303,Large,1
2022-09-22,4,East,146,Snacks,10,33.7,0,,3.37,734,Small,0
2022-11-29,8,North,111,Personal Care,6,36.839999999999996,0,,6.14,982,Large,0
2022-09-27,8,North,142,Household,7,48.300000000000004,0,,6.9,819,Small,0
2022-12-17,1,South,101,Beverages,28,149.184,1,BuyOneGetOne,5.328,621,Medium,1
2022-02-22,1,North,112,Household,12,64.19999999999999,0,,5.35,141,Large,0
2022-04-29,7,East,108,Household,7,64.12,0,,9.16,906,Large,0
2022-02-11,8,South,122,Dairy,11,49.06,0,,4.46,407,Large,0
2022-05-16,3,South,146,Dairy,6,42.96,0,,7.16,767,Medium,0
2022-07-29,5,North,123,Household,12,78.0,0,,6.5,873,Large,0
2022-03-18,3,South,120,Personal Care,3,14.16,0,,4.72,520,Medium,0
2022-03-21,4,East,103,Snacks,4,17.96,0,,4.49,428,Large,0
2022-01-27,5,North,130,Snacks,17,137.53,0,,8.09,283,Medium,0
2022-08-07,3,South,119,Beverages,13,110.11000000000001,0,,8.47,142,Medium,1
2022-06-29,9,North,122,Dairy,8,40.24,0,,5.03,300,Large,0
2022-03-15,2,South,141,Personal Care,7,58.10000000000001,0,,8.3,988,Medium,0
2022-03-21,10,East,102,Snacks,6,28.5,0,,4.75,579,Small,0
2022-06-06,2,South,104,Household,7,44.449999999999996,0,,6.35,301,Small,0
2022-02-26,1,South,109,Household,6,39.0,0,,6.5,481,Medium,1
2022-11-04,1,North,149,Snacks,14,117.03999999999999,0,,8.36,531,Medium,0
2022-05-20,5,North,101,Household,20,44.64,1,,2.232,552,Small,0
2022-03-13,5,East,133,Personal Care,7,21.91,0,,3.13,113,Medium,1
2022-05-12,7,North,150,Snacks,12,76.92,0,,6.41,239,Medium,0
2022-10-13,8,East,145,Household,11,47.3,0,,4.3,697,Large,0
2022-08-30,2,East,123,Beverages,8,69.52,0,,8.69,118,Medium,0
2022-08-08,6,North,132,Household,8,58.96,0,,7.37,553,Large,0
2022-12-10,10,North,120,Personal Care,5,38.849999999999994,0,,7.77,462,Large,1
2022-07-12,3,East,139,Household,20,108.48,1,BuyOneGetOne,5.424,750,Small,0
2022-09-25,7,South,127,Personal Care,21,41.664,1,,1.984,514,Medium,1
2022-12-06,7,East,131,Snacks,8,79.52,0,,9.94,188,Medium,0
2022-03-28,2,South,136,Beverages,9,78.66,0,,8.74,296,Small,0
2022-03-09,6,South,128,Snacks,9,69.75,0,,7.75,508,Large,0
2022-12-09,2,East,128,Snacks,11,67.97999999999999,0,,6.18,735,Medium,0
2022-05-01,6,North,131,Household,11,92.18,0,,8.38,235,Medium,1
2022-10-25,1,North,109,Beverages,9,66.50999999999999,0,,7.39,621,Small,0
2022-09-17,4,North,150,Snacks,13,78.0,0,,6.0,392,Small,1
2022-01-07,6,South,113,Personal Care,10,73.8,0,,7.38,372,Small,0
2022-03-29,1,North,114,Beverages,8,47.92,0,,5.99,322,Small,0
2022-05-10,9,North,109,Personal Care,21,96.43200000000002,1,BuyOneGetOne,4.5920000000000005,701,Small,0
2022-10-30,7,North,129,Beverages,13,56.42,0,,4.34,781,Medium,1
2022-01-23,8,South,135,Beverages,11,66.11,0,,6.01,616,Large,1
2022-05-06,5,East,127,Household,11,95.47999999999999,0,,8.68,679,Large,0
2022-07-25,2,East,102,Household,21,86.85600000000001,1,Discount,4.136,693,Medium,0
2022-11-11,2,South,104,Dairy,11,99.99,0,,9.09,206,Small,0
2022-12-25,6,East,144,Snacks,17,42.84,1,BuyOneGetOne,2.52,137,Small,1
2022-03-23,7,North,123,Snacks,6,50.34,0,,8.39,119,Medium,0
2022-03-27,4,East,125,Beverages,23,180.32000000000002,1,,7.840000000000001,553,Medium,1
2022-03-12,5,North,131,Dairy,11,49.28,0,,4.48,761,Medium,1
2022-03-24,2,East,144,Beverages,11,70.62,0,,6.42,184,Large,0
2022-05-12,6,South,113,Dairy,11,41.14,0,,3.74,480,Medium,0
2022-11-03,6,South,144,Snacks,8,18.0,0,,2.25,654,Medium,0
2022-10-14,8,North,146,Beverages,9,62.82000000000001,0,,6.98,583,Large,0
2022-06-02,4,East,139,Personal Care,23,133.768,1,Discount,5.816,519,Large,0
2022-12-01,9,East,142,Beverages,23,75.992,1,,3.3040000000000003,426,Medium,0
2022-03-07,1,North,103,Snacks,21,145.992,1,BuyOneGetOne,6.952,611,Large,0
2022-09-13,3,North,131,Household,9,70.74000000000001,0,,7.86,427,Large,0
2022-05-06,8,South,142,Personal Care,11,54.78,0,,4.98,454,Large,0
2022-04-29,7,South,113,Snacks,9,55.71,0,,6.19,761,Large,0
2022-11-14,6,South,108,Household,11,49.72,0,,4.52,273,Large,0
2022-10-13,8,North,138,Household,7,27.51,0,,3.93,873,Large,0
2022-07-03,10,South,139,Household,11,43.010000000000005,0,,3.91,471,Large,1
2022-05-20,7,East,123,Dairy,9,52.38,0,,5.82,265,Medium,0
2022-07-18,8,South,115,Household,8,25.52,0,,3.19,610,Small,0
2022-05-22,5,East,139,Dairy,13,38.22,0,,2.94,443,Medium,1
2022-02-06,1,North,129,Personal Care,3,10.02,0,,3.34,468,Large,1
2022-02-14,9,North,129,Snacks,12,108.96000000000001,0,,9.08,313,Large,0
2022-04-03,4,South,106,Beverages,8,63.2,0,,7.9,759,Medium,1
2022-01-02,6,North,134,Household,9,43.74,0,,4.86,807,Medium,1
2022-11-11,2,South,149,Dairy,13,65.78,0,,5.06,478,Medium,0
2022-06-03,10,South,122,Beverages,21,155.904,1,BuyOneGetOne,7.4239999999999995,857,Large,0
2022-09-04,3,East,138,Beverages,8,66.24,0,,8.28,400,Large,1
2022-07-05,1,East,116,Snacks,8,67.2,0,,8.4,197,Medium,0
2022-04-16,10,North,147,Snacks,9,54.81,0,,6.09,147,Large,1
2022-10-09,8,South,146,Personal Care,7,32.76,0,,4.68,875,Large,1
2022-08-13,8,South,133,Snacks,6,27.839999999999996,0,,4.64,757,Large,1
2022-08-26,10,North,117,Household,8,40.16,0,,5.02,516,Medium,0
2022-09-03,6,East,112,Household,10,28.4,0,,2.84,468,Small,1
2022-10-17,5,South,119,Dairy,22,109.64800000000002,1,Discount,4.984000000000001,107,Medium,0
2022-11-09,9,South,139,Dairy,21,116.424,1,,5.5440000000000005,289,Large,0
2022-08-17,2,North,139,Dairy,18,83.16,0,,4.62,271,Medium,0
2022-04-21,10,North,114,Personal Care,5,19.15,0,,3.83,228,Large,0
2022-12-04,3,North,129,Dairy,9,77.76,0,,8.64,217,Large,1
2022-09-30,5,East,122,Dairy,10,45.0,0,,4.5,240,Large,0
2022-08-28,1,North,102,Household,15,77.69999999999999,0,,5.18,193,Medium,1
2022-12-30,6,South,149,Household,10,74.3,0,,7.43,109,Small,0
2022-03-28,6,North,115,Beverages,11,27.83,0,,2.53,163,Small,0
2022-04-13,10,East,140,Beverages,8,49.52,0,,6.19,107,Medium,0
2022-12-06,10,North,147,Personal Care,23,105.61600000000001,1,Discount,4.5920000000000005,987,Medium,0
2022-01-30,8,North,111,Dairy,9,76.59,0,,8.51,945,Small,1
2022-09-04,8,North,111,Personal Care,24,96.96000000000001,1,Discount,4.04,200,Large,1
2022-12-28,6,East,141,Beverages,25,58.8,1,FlashSale,2.352,959,Large,0
2022-11-27,2,East,120,Snacks,9,18.81,0,,2.09,717,Large,1
2022-01-11,8,East,149,Personal Care,6,44.58,0,,7.43,270,Small,0
2022-06-27,9,East,106,Household,21,39.816,1,Discount,1.8960000000000001,666,Large,0
2022-10-26,5,South,128,Snacks,11,85.36,0,,7.76,383,Medium,0
2022-01-26,7,South,103,Household,6,27.36,0,,4.56,824,Large,0
2022-02-11,7,East,146,Beverages,15,118.35,0,,7.89,793,Large,0
2022-07-31,7,East,141,Personal Care,11,33.769999999999996,0,,3.07,670,Large,1
2022-10-16,7,South,129,Household,11,59.84,0,,5.44,210,Small,1
2022-03-11,9,North,122,Snacks,11,98.89,0,,8.99,880,Medium,0
2022-11-20,5,North,117,Personal Care,18,127.72800000000001,1,BuyOneGetOne,7.096,938,Small,1
2022-03-15,4,East,146,Snacks,26,200.096,1,FlashSale,7.696,606,Large,0
2022-01-05,1,North,109,Personal Care,7,42.35,0,,6.05,818,Small,0
2022-04-24,2,East,131,Personal Care,7,37.1,0,,5.3,307,Medium,1
2022-03-19,4,North,126,Personal Care,17,51.169999999999995,0,,3.01,385,Medium,1
2022-03-24,7,South,125,Household,19,46.056,1,FlashSale,2.424,403,Small,0
2022-12-21,6,North,140,Snacks,20,193.0,0,,9.65,370,Small,0
2022-03-20,7,South,140,Dairy,4,25.12,0,,6.28,896,Large,1
2022-05-04,3,East,145,Beverages,11,65.22999999999999,0,,5.93,222,Small,0
2022-05-09,5,East,121,Beverages,13,50.44,0,,3.88,381,Medium,0
2022-04-21,9,East,125,Personal Care,18,43.199999999999996,0,,2.4,700,Small,0
2022-11-18,10,East,111,Snacks,10,53.0,0,,5.3,497,Medium,0
2022-08-28,8,North,145,Snacks,11,67.65,0,,6.15,772,Large,1
2022-12-21,1,East,124,Household,10,97.6,0,,9.76,717,Medium,0
2022-05-31,10,North,123,Dairy,11,27.94,0,,2.54,287,Large,0
2022-06-06,1,South,138,Personal Care,15,86.10000000000001,0,,5.74,631,Small,0
2022-07-29,9,East,109,Beverages,11,65.78,0,,5.98,641,Large,0
2022-08-15,9,South,120,Dairy,11,63.47,0,,5.77,375,Large,0
2022-04-03,2,North,102,Dairy,11,52.36,0,,4.76,182,Small,1
2022-11-19,3,South,135,Beverages,7,63.910000000000004,0,,9.13,487,Small,1
2022-12-16,9,South,126,Snacks,8,28.88,0,,3.61,240,Large,0
2022-07-12,7,East,105,Snacks,10,43.2,0,,4.32,626,Small,0
2022-08-03,1,North,136,Snacks,12,74.16,0,,6.18,294,Medium,0
2022-01-24,2,South,133,Dairy,6,30.0,0,,5.0,975,Small,0
2022-03-13,2,East,126,Household,21,150.36,1,BuyOneGetOne,7.16,694,Small,1
2022-01-10,4,East,141,Household,11,89.97999999999999,0,,8.18,981,Small,0
2022-09-22,9,South,129,Snacks,7,27.790000000000003,0,,3.97,195,Small,0
2022-03-06,3,North,101,Household,9,60.03,0,,6.67,185,Medium,1
2022-06-08,10,East,132,Snacks,27,48.38400000000001,1,Discount,1.7920000000000003,274,Small,0
2022-11-17,6,North,142,Personal Care,12,50.64,0,,4.22,320,Small,0
2022-07-07,9,North,103,Snacks,21,129.528,1,BuyOneGetOne,6.168,371,Large,0
2022-04-30,9,South,103,Dairy,10,59.2,0,,5.92,662,Large,1
2022-12-12,6,East,136,Snacks,3,7.59,0,,2.53,651,Medium,0
2022-08-14,3,North,123,Snacks,16,59.903999999999996,1,FlashSale,3.7439999999999998,964,Medium,1
2022-09-15,3,North,149,Snacks,12,72.0,0,,6.0,198,Small,0
2022-04-13,6,North,150,Dairy,15,113.85,0,,7.59,144,Large,0
2022-04-30,1,East,122,Household,5,33.849999999999994,0,,6.77,227,Large,1
2022-03-06,4,East,113,Beverages,22,63.00800000000001,1,FlashSale,2.8640000000000003,586,Small,1
2022-08-22,6,South,120,Household,10,61.4,0,,6.14,257,Large,0
2022-08-24,4,North,145,Dairy,12,42.839999999999996,0,,3.57,792,Medium,0
2022-08-07,5,South,147,Household,10,89.60000000000001,0,,8.96,100,Medium,1
2022-06-16,5,South,114,Household,14,81.33999999999999,0,,5.81,506,Medium,0
2022-10-10,4,South,114,Household,10,73.8,0,,7.38,845,Medium,0
2022-04-09,6,East,141,Household,10,43.6,0,,4.36,351,Large,1
2022-12-28,5,North,139,Personal Care,8,33.04,0,,4.13,358,Medium,0
2022-12-22,8,North,137,Household,12,44.519999999999996,0,,3.71,684,Large,0
2022-08-31,4,North,118,Personal Care,11,94.38,0,,8.58,207,Large,0
2022-04-30,7,East,112,Beverages,14,108.78,0,,7.77,227,Small,1
2022-12-19,2,East,135,Beverages,10,98.80000000000001,0,,9.88,361,Small,0
2022-08-02,4,East,120,Beverages,12,71.03999999999999,0,,5.92,470,Medium,0
2022-02-01,5,East,135,Household,11,67.76,0,,6.16,341,Large,0
2022-06-23,1,North,109,Snacks,5,10.700000000000001,0,,2.14,167,Medium,0
2022-07-18,7,East,105,Household,10,94.7,0,,9.47,310,Large,0
2022-02-15,9,East,104,Snacks,10,50.7,0,,5.07,538,Small,0
2022-08-08,8,East,111,Dairy,6,58.019999999999996,0,,9.67,944,Medium,0
2022-10-16,8,South,120,Household,13,28.340000000000003,0,,2.18,800,Small,1
2022-08-20,4,East,138,Beverages,7,64.25999999999999,0,,9.18,632,Medium,1
2022-06-19,1,North,109,Household,9,26.64,0,,2.96,150,Large,1
2022-12-13,5,North,119,Beverages,6,54.599999999999994,0,,9.1,450,Large,0
2022-11-29,10,North,125,Personal Care,20,126.72,1,,6.336,707,Medium,0
2022-08-06,10,North,103,Personal Care,13,55.64,0,,4.28,906,Large,1
2022-08-27,7,South,104,Household,19,129.20000000000002,1,BuyOneGetOne,6.800000000000001,278,Small,1
2022-04-08,2,North,125,Snacks,6,47.94,0,,7.99,730,Small,0
2022-02-11,9,North,142,Household,7,25.76,0,,3.68,796,Small,0
2022-02-06,6,East,135,Beverages,10,53.4,0,,5.34,616,Medium,1
2022-11-14,5,East,121,Snacks,13,112.19000000000001,0,,8.63,494,Large,0
2022-02-07,6,East,104,Household,13,118.69000000000001,0,,9.13,676,Large,0
2022-01-10,3,North,101,Dairy,12,51.36,0,,4.28,575,Large,0
2022-05-19,2,East,116,Household,15,47.400000000000006,1,FlashSale,3.16,223,Small,0
2022-10-25,2,South,150,Beverages,11,95.92,0,,8.72,743,Large,0
2022-06-10,2,North,105,Household,12,94.56,0,,7.88,973,Small,0
2022-03-30,4,South,149,Household,11,64.46000000000001,0,,5.86,394,Medium,0
2022-10-20,2,South,133,Household,24,42.048,1,FlashSale,1.752,526,Small,0
2022-07-31,1,East,138,Snacks,9,64.25999999999999,0,,7.14,195,Small,1
2022-05-08,9,East,126,Personal Care,10,26.400000000000002,0,,2.64,545,Medium,1
2022-10-02,3,East,104,Snacks,7,31.009999999999998,0,,4.43,316,Medium,1
2022-08-12,3,East,138,Dairy,8,35.6,0,,4.45,246,Medium,0
2022-09-20,4,North,141,Personal Care,4,15.0,0,,3.75,811,Small,0
2022-06-16,6,East,139,Dairy,9,70.83,0,,7.87,443,Large,0
2022-11-29,3,North,141,Snacks,20,37.92,1,,1.8960000000000001,414,Medium,0
2022-03-26,2,South,145,Personal Care,12,59.760000000000005,0,,4.98,700,Large,1
2022-01-07,1,North,121,Household,10,36.3,0,,3.63,682,Medium,0
2022-04-26,1,South,129,Beverages,12,71.03999999999999,0,,5.92,445,Medium,0
2022-03-06,9,North,111,Beverages,11,38.61,0,,3.51,286,Large,1
2022-11-13,10,South,111,Snacks,10,45.60000000000001,1,,4.5600000000000005,610,Medium,1
2022-04-14,8,North,146,Personal Care,21,118.60799999999999,1,Discount,5.648,173,Small,0
2022-03-22,10,North,134,Household,11,53.349999999999994,0,,4.85,629,Small,0
2022-11-23,3,North,136,Personal Care,12,67.67999999999999,0,,5.64,659,Large,0
2022-07-22,9,South,128,Household,11,87.56,0,,7.96,397,Medium,0
2022-06-16,9,South,132,Household,20,117.44,1,Discount,5.872,929,Small,0
2022-11-21,4,South,145,Beverages,7,46.129999999999995,0,,6.59,309,Small,0
2022-07-25,9,South,147,Household,9,64.35000000000001,0,,7.15,195,Large,0
2022-10-17,7,East,138,Personal Care,11,92.72999999999999,0,,8.43,139,Large,0
2022-01-11,9,East,137,Dairy,8,48.16,0,,6.02,476,Medium,0
2022-01-02,7,East,124,Beverages,15,81.24000000000001,1,Discount,5.416,891,Medium,1
2022-07-02,2,South,127,Household,24,132.096,1,BuyOneGetOne,5.5040000000000004,513,Medium,1
2022-12-24,10,North,131,Personal Care,10,44.2,0,,4.42,698,Small,1
2022-08-09,9,East,121,Household,10,60.0,0,,6.0,925,Small,0
2022-12-08,1,North,119,Dairy,14,75.32,0,,5.38,446,Medium,0
2022-11-04,8,South,111,Household,9,53.64,0,,5.96,195,Medium,0
2022-03-02,4,East,105,Beverages,12,80.52,0,,6.71,501,Large,0
2022-03-24,8,East,135,Beverages,4,21.4,0,,5.35,859,Medium,0
